geneId,sampleId,expression,celltype,cell Type Description,cell_lineage,tissue,treatment,immunophenotype,species,strain,sampleCode,RNA.Id,batch,firstPublished,cellOrder,gene_symbol
ENSMUSG00000032496,PtB.2,0,PtB,Total Peritoneal Cavity B Cells,B Cell Lineage,Peritoneal,none,"B220/CD19;+, Ter119:-, F4/80:-, Mac-1:-",Murine,C57BL/6,CAGRF9188.1283,1283,CAGRF9188,"Marsman et al, 2018; 29870118",4,Ltf
ENSMUSG00000034041,PtB.2,3253,PtB,Total Peritoneal Cavity B Cells,B Cell Lineage,Peritoneal,none,"B220/CD19;+, Ter119:-, F4/80:-, Mac-1:-",Murine,C57BL/6,CAGRF9188.1283,1283,CAGRF9188,"Marsman et al, 2018; 29870118",4,Lyl1
ENSMUSG00000034271,PtB.2,12,PtB,Total Peritoneal Cavity B Cells,B Cell Lineage,Peritoneal,none,"B220/CD19;+, Ter119:-, F4/80:-, Mac-1:-",Murine,C57BL/6,CAGRF9188.1283,1283,CAGRF9188,"Marsman et al, 2018; 29870118",4,Jdp2
ENSMUSG00000034957,PtB.2,81,PtB,Total Peritoneal Cavity B Cells,B Cell Lineage,Peritoneal,none,"B220/CD19;+, Ter119:-, F4/80:-, Mac-1:-",Murine,C57BL/6,CAGRF9188.1283,1283,CAGRF9188,"Marsman et al, 2018; 29870118",4,Cebpa
ENSMUSG00000037992,PtB.2,2562,PtB,Total Peritoneal Cavity B Cells,B Cell Lineage,Peritoneal,none,"B220/CD19;+, Ter119:-, F4/80:-, Mac-1:-",Murine,C57BL/6,CAGRF9188.1283,1283,CAGRF9188,"Marsman et al, 2018; 29870118",4,Rara
ENSMUSG00000038151,PtB.2,431,PtB,Total Peritoneal Cavity B Cells,B Cell Lineage,Peritoneal,none,"B220/CD19;+, Ter119:-, F4/80:-, Mac-1:-",Murine,C57BL/6,CAGRF9188.1283,1283,CAGRF9188,"Marsman et al, 2018; 29870118",4,Prdm1
ENSMUSG00000039153,PtB.2,188,PtB,Total Peritoneal Cavity B Cells,B Cell Lineage,Peritoneal,none,"B220/CD19;+, Ter119:-, F4/80:-, Mac-1:-",Murine,C57BL/6,CAGRF9188.1283,1283,CAGRF9188,"Marsman et al, 2018; 29870118",4,Runx2
ENSMUSG00000039377,PtB.2,15,PtB,Total Peritoneal Cavity B Cells,B Cell Lineage,Peritoneal,none,"B220/CD19;+, Ter119:-, F4/80:-, Mac-1:-",Murine,C57BL/6,CAGRF9188.1283,1283,CAGRF9188,"Marsman et al, 2018; 29870118",4,Hlx
ENSMUSG00000040270,PtB.2,2473,PtB,Total Peritoneal Cavity B Cells,B Cell Lineage,Peritoneal,none,"B220/CD19;+, Ter119:-, F4/80:-, Mac-1:-",Murine,C57BL/6,CAGRF9188.1283,1283,CAGRF9188,"Marsman et al, 2018; 29870118",4,Bach2
ENSMUSG00000040732,PtB.2,6,PtB,Total Peritoneal Cavity B Cells,B Cell Lineage,Peritoneal,none,"B220/CD19;+, Ter119:-, F4/80:-, Mac-1:-",Murine,C57BL/6,CAGRF9188.1283,1283,CAGRF9188,"Marsman et al, 2018; 29870118",4,Erg
ENSMUSG00000041420,PtB.2,496,PtB,Total Peritoneal Cavity B Cells,B Cell Lineage,Peritoneal,none,"B220/CD19;+, Ter119:-, F4/80:-, Mac-1:-",Murine,C57BL/6,CAGRF9188.1283,1283,CAGRF9188,"Marsman et al, 2018; 29870118",4,Meis3
ENSMUSG00000041515,PtB.2,3426,PtB,Total Peritoneal Cavity B Cells,B Cell Lineage,Peritoneal,none,"B220/CD19;+, Ter119:-, F4/80:-, Mac-1:-",Murine,C57BL/6,CAGRF9188.1283,1283,CAGRF9188,"Marsman et al, 2018; 29870118",4,Irf8
ENSMUSG00000046179,PtB.2,343,PtB,Total Peritoneal Cavity B Cells,B Cell Lineage,Peritoneal,none,"B220/CD19;+, Ter119:-, F4/80:-, Mac-1:-",Murine,C57BL/6,CAGRF9188.1283,1283,CAGRF9188,"Marsman et al, 2018; 29870118",4,E2f8
ENSMUSG00000046668,PtB.2,1827,PtB,Total Peritoneal Cavity B Cells,B Cell Lineage,Peritoneal,none,"B220/CD19;+, Ter119:-, F4/80:-, Mac-1:-",Murine,C57BL/6,CAGRF9188.1283,1283,CAGRF9188,"Marsman et al, 2018; 29870118",4,Cxxc5
ENSMUSG00000049577,PtB.2,871,PtB,Total Peritoneal Cavity B Cells,B Cell Lineage,Peritoneal,none,"B220/CD19;+, Ter119:-, F4/80:-, Mac-1:-",Murine,C57BL/6,CAGRF9188.1283,1283,CAGRF9188,"Marsman et al, 2018; 29870118",4,Zfpm1
ENSMUSG00000052435,PtB.2,8,PtB,Total Peritoneal Cavity B Cells,B Cell Lineage,Peritoneal,none,"B220/CD19;+, Ter119:-, F4/80:-, Mac-1:-",Murine,C57BL/6,CAGRF9188.1283,1283,CAGRF9188,"Marsman et al, 2018; 29870118",4,Cebpe
ENSMUSG00000055148,PtB.2,13353,PtB,Total Peritoneal Cavity B Cells,B Cell Lineage,Peritoneal,none,"B220/CD19;+, Ter119:-, F4/80:-, Mac-1:-",Murine,C57BL/6,CAGRF9188.1283,1283,CAGRF9188,"Marsman et al, 2018; 29870118",4,Klf2
ENSMUSG00000055435,PtB.2,66,PtB,Total Peritoneal Cavity B Cells,B Cell Lineage,Peritoneal,none,"B220/CD19;+, Ter119:-, F4/80:-, Mac-1:-",Murine,C57BL/6,CAGRF9188.1283,1283,CAGRF9188,"Marsman et al, 2018; 29870118",4,Maf
ENSMUSG00000056501,PtB.2,103,PtB,Total Peritoneal Cavity B Cells,B Cell Lineage,Peritoneal,none,"B220/CD19;+, Ter119:-, F4/80:-, Mac-1:-",Murine,C57BL/6,CAGRF9188.1283,1283,CAGRF9188,"Marsman et al, 2018; 29870118",4,Cebpb
ENSMUSG00000056749,PtB.2,166,PtB,Total Peritoneal Cavity B Cells,B Cell Lineage,Peritoneal,none,"B220/CD19;+, Ter119:-, F4/80:-, Mac-1:-",Murine,C57BL/6,CAGRF9188.1283,1283,CAGRF9188,"Marsman et al, 2018; 29870118",4,Nfil3
ENSMUSG00000058794,PtB.2,54,PtB,Total Peritoneal Cavity B Cells,B Cell Lineage,Peritoneal,none,"B220/CD19;+, Ter119:-, F4/80:-, Mac-1:-",Murine,C57BL/6,CAGRF9188.1283,1283,CAGRF9188,"Marsman et al, 2018; 29870118",4,Nfe2
ENSMUSG00000058881,PtB.2,953,PtB,Total Peritoneal Cavity B Cells,B Cell Lineage,Peritoneal,none,"B220/CD19;+, Ter119:-, F4/80:-, Mac-1:-",Murine,C57BL/6,CAGRF9188.1283,1283,CAGRF9188,"Marsman et al, 2018; 29870118",4,Zfp516
ENSMUSG00000066456,PtB.2,930,PtB,Total Peritoneal Cavity B Cells,B Cell Lineage,Peritoneal,none,"B220/CD19;+, Ter119:-, F4/80:-, Mac-1:-",Murine,C57BL/6,CAGRF9188.1283,1283,CAGRF9188,"Marsman et al, 2018; 29870118",4,Hmgn3
ENSMUSG00000071637,PtB.2,29,PtB,Total Peritoneal Cavity B Cells,B Cell Lineage,Peritoneal,none,"B220/CD19;+, Ter119:-, F4/80:-, Mac-1:-",Murine,C57BL/6,CAGRF9188.1283,1283,CAGRF9188,"Marsman et al, 2018; 29870118",4,Cebpd
ENSMUSG00000000552,MonoBM.1,4334,MonoBM,Total Monocyte Bone Marrow,Macrophage Lineage,BM,none,Ly6G:- Ly6C:Hi CD115:+ F4/80:Lo,Murine,C57BL/6,CAGRF9188.1333,1333,CAGRF9188,,1,Zfp385a
ENSMUSG00000000782,MonoBM.1,3,MonoBM,Total Monocyte Bone Marrow,Macrophage Lineage,BM,none,Ly6G:- Ly6C:Hi CD115:+ F4/80:Lo,Murine,C57BL/6,CAGRF9188.1333,1333,CAGRF9188,,1,Tcf7
ENSMUSG00000000861,MonoBM.1,1067,MonoBM,Total Monocyte Bone Marrow,Macrophage Lineage,BM,none,Ly6G:- Ly6C:Hi CD115:+ F4/80:Lo,Murine,C57BL/6,CAGRF9188.1333,1333,CAGRF9188,,1,Bcl11a
ENSMUSG00000001156,MonoBM.1,951,MonoBM,Total Monocyte Bone Marrow,Macrophage Lineage,BM,none,Ly6G:- Ly6C:Hi CD115:+ F4/80:Lo,Murine,C57BL/6,CAGRF9188.1333,1333,CAGRF9188,,1,Mxd1
ENSMUSG00000001444,MonoBM.1,4,MonoBM,Total Monocyte Bone Marrow,Macrophage Lineage,BM,none,Ly6G:- Ly6C:Hi CD115:+ F4/80:Lo,Murine,C57BL/6,CAGRF9188.1333,1333,CAGRF9188,,1,Tbx21
ENSMUSG00000002111,MonoBM.1,10451,MonoBM,Total Monocyte Bone Marrow,Macrophage Lineage,BM,none,Ly6G:- Ly6C:Hi CD115:+ F4/80:Lo,Murine,C57BL/6,CAGRF9188.1333,1333,CAGRF9188,,1,Spi1
ENSMUSG00000003032,MonoBM.1,13561,MonoBM,Total Monocyte Bone Marrow,Macrophage Lineage,BM,none,Ly6G:- Ly6C:Hi CD115:+ F4/80:Lo,Murine,C57BL/6,CAGRF9188.1333,1333,CAGRF9188,,1,Klf4
ENSMUSG00000003545,MonoBM.1,286,MonoBM,Total Monocyte Bone Marrow,Macrophage Lineage,BM,none,Ly6G:- Ly6C:Hi CD115:+ F4/80:Lo,Murine,C57BL/6,CAGRF9188.1333,1333,CAGRF9188,,1,Fosb
ENSMUSG00000005583,MonoBM.1,1984,MonoBM,Total Monocyte Bone Marrow,Macrophage Lineage,BM,none,Ly6G:- Ly6C:Hi CD115:+ F4/80:Lo,Murine,C57BL/6,CAGRF9188.1333,1333,CAGRF9188,,1,Mef2c
ENSMUSG00000008193,MonoBM.1,14,MonoBM,Total Monocyte Bone Marrow,Macrophage Lineage,BM,none,Ly6G:- Ly6C:Hi CD115:+ F4/80:Lo,Murine,C57BL/6,CAGRF9188.1333,1333,CAGRF9188,,1,Spib
ENSMUSG00000008496,MonoBM.1,3472,MonoBM,Total Monocyte Bone Marrow,Macrophage Lineage,BM,none,Ly6G:- Ly6C:Hi CD115:+ F4/80:Lo,Murine,C57BL/6,CAGRF9188.1333,1333,CAGRF9188,,1,Pou2f2
ENSMUSG00000015053,MonoBM.1,43,MonoBM,Total Monocyte Bone Marrow,Macrophage Lineage,BM,none,Ly6G:- Ly6C:Hi CD115:+ F4/80:Lo,Murine,C57BL/6,CAGRF9188.1333,1333,CAGRF9188,,1,Gata2
ENSMUSG00000015846,MonoBM.1,2956,MonoBM,Total Monocyte Bone Marrow,Macrophage Lineage,BM,none,Ly6G:- Ly6C:Hi CD115:+ F4/80:Lo,Murine,C57BL/6,CAGRF9188.1333,1333,CAGRF9188,,1,Rxra
ENSMUSG00000018168,MonoBM.1,23,MonoBM,Total Monocyte Bone Marrow,Macrophage Lineage,BM,none,Ly6G:- Ly6C:Hi CD115:+ F4/80:Lo,Murine,C57BL/6,CAGRF9188.1333,1333,CAGRF9188,,1,Ikzf3
ENSMUSG00000018983,MonoBM.1,9848,MonoBM,Total Monocyte Bone Marrow,Macrophage Lineage,BM,none,Ly6G:- Ly6C:Hi CD115:+ F4/80:Lo,Murine,C57BL/6,CAGRF9188.1333,1333,CAGRF9188,,1,E2f2
ENSMUSG00000019982,MonoBM.1,1476,MonoBM,Total Monocyte Bone Marrow,Macrophage Lineage,BM,none,Ly6G:- Ly6C:Hi CD115:+ F4/80:Lo,Murine,C57BL/6,CAGRF9188.1333,1333,CAGRF9188,,1,Myb
ENSMUSG00000021250,MonoBM.1,9392,MonoBM,Total Monocyte Bone Marrow,Macrophage Lineage,BM,none,Ly6G:- Ly6C:Hi CD115:+ F4/80:Lo,Murine,C57BL/6,CAGRF9188.1333,1333,CAGRF9188,,1,Fos
ENSMUSG00000021356,MonoBM.1,1437,MonoBM,Total Monocyte Bone Marrow,Macrophage Lineage,BM,none,Ly6G:- Ly6C:Hi CD115:+ F4/80:Lo,Murine,C57BL/6,CAGRF9188.1333,1333,CAGRF9188,,1,Irf4
ENSMUSG00000022508,MonoBM.1,1966,MonoBM,Total Monocyte Bone Marrow,Macrophage Lineage,BM,none,Ly6G:- Ly6C:Hi CD115:+ F4/80:Lo,Murine,C57BL/6,CAGRF9188.1333,1333,CAGRF9188,,1,Bcl6
ENSMUSG00000022528,MonoBM.1,5,MonoBM,Total Monocyte Bone Marrow,Macrophage Lineage,BM,none,Ly6G:- Ly6C:Hi CD115:+ F4/80:Lo,Murine,C57BL/6,CAGRF9188.1333,1333,CAGRF9188,,1,Hes1
ENSMUSG00000023034,MonoBM.1,1778,MonoBM,Total Monocyte Bone Marrow,Macrophage Lineage,BM,none,Ly6G:- Ly6C:Hi CD115:+ F4/80:Lo,Murine,C57BL/6,CAGRF9188.1333,1333,CAGRF9188,,1,Nr4a1
ENSMUSG00000023927,MonoBM.1,591,MonoBM,Total Monocyte Bone Marrow,Macrophage Lineage,BM,none,Ly6G:- Ly6C:Hi CD115:+ F4/80:Lo,Murine,C57BL/6,CAGRF9188.1333,1333,CAGRF9188,,1,Satb1
ENSMUSG00000025997,MonoBM.1,41,MonoBM,Total Monocyte Bone Marrow,Macrophage Lineage,BM,none,Ly6G:- Ly6C:Hi CD115:+ F4/80:Lo,Murine,C57BL/6,CAGRF9188.1333,1333,CAGRF9188,,1,Ikzf2
ENSMUSG00000026628,MonoBM.1,698,MonoBM,Total Monocyte Bone Marrow,Macrophage Lineage,BM,none,Ly6G:- Ly6C:Hi CD115:+ F4/80:Lo,Murine,C57BL/6,CAGRF9188.1333,1333,CAGRF9188,,1,Atf3
ENSMUSG00000026815,MonoBM.1,26,MonoBM,Total Monocyte Bone Marrow,Macrophage Lineage,BM,none,Ly6G:- Ly6C:Hi CD115:+ F4/80:Lo,Murine,C57BL/6,CAGRF9188.1333,1333,CAGRF9188,,1,Gfi1b
