geneId,sampleId,expression,celltype,cell Type Description,cell_lineage,tissue,treatment,immunophenotype,species,strain,sampleCode,RNA.Id,batch,firstPublished,cellOrder,gene_symbol
ENSMUSG00000008496,NveCD4T.1,873,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1519,1519,CAGRF11700,"Marsman et al, 2018; 29870118",1,Pou2f2
ENSMUSG00000015053,NveCD4T.1,0,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1519,1519,CAGRF11700,"Marsman et al, 2018; 29870118",1,Gata2
ENSMUSG00000015846,NveCD4T.1,536,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1519,1519,CAGRF11700,"Marsman et al, 2018; 29870118",1,Rxra
ENSMUSG00000018168,NveCD4T.1,3803,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1519,1519,CAGRF11700,"Marsman et al, 2018; 29870118",1,Ikzf3
ENSMUSG00000018983,NveCD4T.1,661,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1519,1519,CAGRF11700,"Marsman et al, 2018; 29870118",1,E2f2
ENSMUSG00000019982,NveCD4T.1,936,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1519,1519,CAGRF11700,"Marsman et al, 2018; 29870118",1,Myb
ENSMUSG00000021250,NveCD4T.1,3103,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1519,1519,CAGRF11700,"Marsman et al, 2018; 29870118",1,Fos
ENSMUSG00000021356,NveCD4T.1,256,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1519,1519,CAGRF11700,"Marsman et al, 2018; 29870118",1,Irf4
ENSMUSG00000022508,NveCD4T.1,826,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1519,1519,CAGRF11700,"Marsman et al, 2018; 29870118",1,Bcl6
ENSMUSG00000022528,NveCD4T.1,0,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1519,1519,CAGRF11700,"Marsman et al, 2018; 29870118",1,Hes1
ENSMUSG00000023034,NveCD4T.1,1608,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1519,1519,CAGRF11700,"Marsman et al, 2018; 29870118",1,Nr4a1
ENSMUSG00000023927,NveCD4T.1,29356,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1519,1519,CAGRF11700,"Marsman et al, 2018; 29870118",1,Satb1
ENSMUSG00000025997,NveCD4T.1,251,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1519,1519,CAGRF11700,"Marsman et al, 2018; 29870118",1,Ikzf2
ENSMUSG00000026628,NveCD4T.1,4,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1519,1519,CAGRF11700,"Marsman et al, 2018; 29870118",1,Atf3
ENSMUSG00000026815,NveCD4T.1,0,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1519,1519,CAGRF11700,"Marsman et al, 2018; 29870118",1,Gfi1b
ENSMUSG00000027230,NveCD4T.1,56,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1519,1519,CAGRF11700,"Marsman et al, 2018; 29870118",1,Creb3l1
ENSMUSG00000028717,NveCD4T.1,2,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1519,1519,CAGRF11700,"Marsman et al, 2018; 29870118",1,Tal1
ENSMUSG00000029135,NveCD4T.1,525,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1519,1519,CAGRF11700,"Marsman et al, 2018; 29870118",1,Fosl2
ENSMUSG00000029275,NveCD4T.1,337,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1519,1519,CAGRF11700,"Marsman et al, 2018; 29870118",1,Gfi1
ENSMUSG00000029771,NveCD4T.1,54,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1519,1519,CAGRF11700,"Marsman et al, 2018; 29870118",1,Irf5
ENSMUSG00000030103,NveCD4T.1,18,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1519,1519,CAGRF11700,"Marsman et al, 2018; 29870118",1,Bhlhe40
ENSMUSG00000031162,NveCD4T.1,154,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1519,1519,CAGRF11700,"Marsman et al, 2018; 29870118",1,Gata1
ENSMUSG00000032035,NveCD4T.1,63955,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1519,1519,CAGRF11700,"Marsman et al, 2018; 29870118",1,Ets1
ENSMUSG00000032053,NveCD4T.1,544,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1519,1519,CAGRF11700,"Marsman et al, 2018; 29870118",1,Pou2af1
ENSMUSG00000032496,NveCD4T.1,1,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1519,1519,CAGRF11700,"Marsman et al, 2018; 29870118",1,Ltf
ENSMUSG00000034041,NveCD4T.1,12,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1519,1519,CAGRF11700,"Marsman et al, 2018; 29870118",1,Lyl1
ENSMUSG00000034271,NveCD4T.1,11,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1519,1519,CAGRF11700,"Marsman et al, 2018; 29870118",1,Jdp2
ENSMUSG00000034957,NveCD4T.1,3,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1519,1519,CAGRF11700,"Marsman et al, 2018; 29870118",1,Cebpa
ENSMUSG00000037992,NveCD4T.1,2714,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1519,1519,CAGRF11700,"Marsman et al, 2018; 29870118",1,Rara
ENSMUSG00000038151,NveCD4T.1,296,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1519,1519,CAGRF11700,"Marsman et al, 2018; 29870118",1,Prdm1
ENSMUSG00000039153,NveCD4T.1,30,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1519,1519,CAGRF11700,"Marsman et al, 2018; 29870118",1,Runx2
ENSMUSG00000039377,NveCD4T.1,0,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1519,1519,CAGRF11700,"Marsman et al, 2018; 29870118",1,Hlx
ENSMUSG00000040270,NveCD4T.1,5920,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1519,1519,CAGRF11700,"Marsman et al, 2018; 29870118",1,Bach2
ENSMUSG00000040732,NveCD4T.1,0,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1519,1519,CAGRF11700,"Marsman et al, 2018; 29870118",1,Erg
ENSMUSG00000041420,NveCD4T.1,1103,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1519,1519,CAGRF11700,"Marsman et al, 2018; 29870118",1,Meis3
ENSMUSG00000041515,NveCD4T.1,173,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1519,1519,CAGRF11700,"Marsman et al, 2018; 29870118",1,Irf8
ENSMUSG00000046179,NveCD4T.1,2,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1519,1519,CAGRF11700,"Marsman et al, 2018; 29870118",1,E2f8
ENSMUSG00000046668,NveCD4T.1,59,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1519,1519,CAGRF11700,"Marsman et al, 2018; 29870118",1,Cxxc5
ENSMUSG00000049577,NveCD4T.1,1630,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1519,1519,CAGRF11700,"Marsman et al, 2018; 29870118",1,Zfpm1
ENSMUSG00000052435,NveCD4T.1,1,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1519,1519,CAGRF11700,"Marsman et al, 2018; 29870118",1,Cebpe
ENSMUSG00000055148,NveCD4T.1,6377,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1519,1519,CAGRF11700,"Marsman et al, 2018; 29870118",1,Klf2
ENSMUSG00000055435,NveCD4T.1,134,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1519,1519,CAGRF11700,"Marsman et al, 2018; 29870118",1,Maf
ENSMUSG00000056501,NveCD4T.1,27,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1519,1519,CAGRF11700,"Marsman et al, 2018; 29870118",1,Cebpb
ENSMUSG00000056749,NveCD4T.1,70,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1519,1519,CAGRF11700,"Marsman et al, 2018; 29870118",1,Nfil3
ENSMUSG00000058794,NveCD4T.1,6,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1519,1519,CAGRF11700,"Marsman et al, 2018; 29870118",1,Nfe2
ENSMUSG00000058881,NveCD4T.1,91,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1519,1519,CAGRF11700,"Marsman et al, 2018; 29870118",1,Zfp516
ENSMUSG00000066456,NveCD4T.1,4,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1519,1519,CAGRF11700,"Marsman et al, 2018; 29870118",1,Hmgn3
ENSMUSG00000071637,NveCD4T.1,0,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1519,1519,CAGRF11700,"Marsman et al, 2018; 29870118",1,Cebpd
ENSMUSG00000000552,NveCD4T.2,4,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1520,1520,CAGRF11700,"Marsman et al, 2018; 29870118",1,Zfp385a
ENSMUSG00000000782,NveCD4T.2,73104,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1520,1520,CAGRF11700,"Marsman et al, 2018; 29870118",1,Tcf7
ENSMUSG00000000861,NveCD4T.2,0,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1520,1520,CAGRF11700,"Marsman et al, 2018; 29870118",1,Bcl11a
ENSMUSG00000001156,NveCD4T.2,796,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1520,1520,CAGRF11700,"Marsman et al, 2018; 29870118",1,Mxd1
ENSMUSG00000001444,NveCD4T.2,9,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1520,1520,CAGRF11700,"Marsman et al, 2018; 29870118",1,Tbx21
ENSMUSG00000002111,NveCD4T.2,5,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1520,1520,CAGRF11700,"Marsman et al, 2018; 29870118",1,Spi1
ENSMUSG00000003032,NveCD4T.2,51,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1520,1520,CAGRF11700,"Marsman et al, 2018; 29870118",1,Klf4
ENSMUSG00000003545,NveCD4T.2,119,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1520,1520,CAGRF11700,"Marsman et al, 2018; 29870118",1,Fosb
ENSMUSG00000005583,NveCD4T.2,4,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1520,1520,CAGRF11700,"Marsman et al, 2018; 29870118",1,Mef2c
ENSMUSG00000008193,NveCD4T.2,0,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1520,1520,CAGRF11700,"Marsman et al, 2018; 29870118",1,Spib
ENSMUSG00000008496,NveCD4T.2,769,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1520,1520,CAGRF11700,"Marsman et al, 2018; 29870118",1,Pou2f2
ENSMUSG00000015053,NveCD4T.2,2,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1520,1520,CAGRF11700,"Marsman et al, 2018; 29870118",1,Gata2
ENSMUSG00000015846,NveCD4T.2,568,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1520,1520,CAGRF11700,"Marsman et al, 2018; 29870118",1,Rxra
ENSMUSG00000018168,NveCD4T.2,4522,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1520,1520,CAGRF11700,"Marsman et al, 2018; 29870118",1,Ikzf3
ENSMUSG00000018983,NveCD4T.2,718,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1520,1520,CAGRF11700,"Marsman et al, 2018; 29870118",1,E2f2
ENSMUSG00000019982,NveCD4T.2,644,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1520,1520,CAGRF11700,"Marsman et al, 2018; 29870118",1,Myb
ENSMUSG00000021250,NveCD4T.2,2349,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1520,1520,CAGRF11700,"Marsman et al, 2018; 29870118",1,Fos
ENSMUSG00000021356,NveCD4T.2,255,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1520,1520,CAGRF11700,"Marsman et al, 2018; 29870118",1,Irf4
ENSMUSG00000022508,NveCD4T.2,789,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1520,1520,CAGRF11700,"Marsman et al, 2018; 29870118",1,Bcl6
ENSMUSG00000022528,NveCD4T.2,0,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1520,1520,CAGRF11700,"Marsman et al, 2018; 29870118",1,Hes1
ENSMUSG00000023034,NveCD4T.2,1404,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1520,1520,CAGRF11700,"Marsman et al, 2018; 29870118",1,Nr4a1
ENSMUSG00000023927,NveCD4T.2,32866,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1520,1520,CAGRF11700,"Marsman et al, 2018; 29870118",1,Satb1
ENSMUSG00000025997,NveCD4T.2,166,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1520,1520,CAGRF11700,"Marsman et al, 2018; 29870118",1,Ikzf2
ENSMUSG00000026628,NveCD4T.2,0,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1520,1520,CAGRF11700,"Marsman et al, 2018; 29870118",1,Atf3
ENSMUSG00000026815,NveCD4T.2,0,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1520,1520,CAGRF11700,"Marsman et al, 2018; 29870118",1,Gfi1b
ENSMUSG00000027230,NveCD4T.2,64,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1520,1520,CAGRF11700,"Marsman et al, 2018; 29870118",1,Creb3l1
ENSMUSG00000028717,NveCD4T.2,0,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1520,1520,CAGRF11700,"Marsman et al, 2018; 29870118",1,Tal1
ENSMUSG00000029135,NveCD4T.2,460,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1520,1520,CAGRF11700,"Marsman et al, 2018; 29870118",1,Fosl2
ENSMUSG00000029275,NveCD4T.2,278,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1520,1520,CAGRF11700,"Marsman et al, 2018; 29870118",1,Gfi1
ENSMUSG00000029771,NveCD4T.2,35,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1520,1520,CAGRF11700,"Marsman et al, 2018; 29870118",1,Irf5
ENSMUSG00000030103,NveCD4T.2,17,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1520,1520,CAGRF11700,"Marsman et al, 2018; 29870118",1,Bhlhe40
ENSMUSG00000031162,NveCD4T.2,188,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1520,1520,CAGRF11700,"Marsman et al, 2018; 29870118",1,Gata1
ENSMUSG00000032035,NveCD4T.2,69567,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1520,1520,CAGRF11700,"Marsman et al, 2018; 29870118",1,Ets1
ENSMUSG00000032053,NveCD4T.2,457,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1520,1520,CAGRF11700,"Marsman et al, 2018; 29870118",1,Pou2af1
ENSMUSG00000032496,NveCD4T.2,1,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1520,1520,CAGRF11700,"Marsman et al, 2018; 29870118",1,Ltf
ENSMUSG00000034041,NveCD4T.2,8,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1520,1520,CAGRF11700,"Marsman et al, 2018; 29870118",1,Lyl1
ENSMUSG00000034271,NveCD4T.2,14,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1520,1520,CAGRF11700,"Marsman et al, 2018; 29870118",1,Jdp2
ENSMUSG00000034957,NveCD4T.2,4,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1520,1520,CAGRF11700,"Marsman et al, 2018; 29870118",1,Cebpa
ENSMUSG00000037992,NveCD4T.2,3003,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1520,1520,CAGRF11700,"Marsman et al, 2018; 29870118",1,Rara
ENSMUSG00000038151,NveCD4T.2,312,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1520,1520,CAGRF11700,"Marsman et al, 2018; 29870118",1,Prdm1
ENSMUSG00000039153,NveCD4T.2,18,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1520,1520,CAGRF11700,"Marsman et al, 2018; 29870118",1,Runx2
ENSMUSG00000039377,NveCD4T.2,4,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1520,1520,CAGRF11700,"Marsman et al, 2018; 29870118",1,Hlx
ENSMUSG00000040270,NveCD4T.2,6963,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1520,1520,CAGRF11700,"Marsman et al, 2018; 29870118",1,Bach2
ENSMUSG00000040732,NveCD4T.2,0,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1520,1520,CAGRF11700,"Marsman et al, 2018; 29870118",1,Erg
ENSMUSG00000041420,NveCD4T.2,1235,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1520,1520,CAGRF11700,"Marsman et al, 2018; 29870118",1,Meis3
ENSMUSG00000041515,NveCD4T.2,149,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1520,1520,CAGRF11700,"Marsman et al, 2018; 29870118",1,Irf8
ENSMUSG00000046179,NveCD4T.2,7,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1520,1520,CAGRF11700,"Marsman et al, 2018; 29870118",1,E2f8
ENSMUSG00000046668,NveCD4T.2,73,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1520,1520,CAGRF11700,"Marsman et al, 2018; 29870118",1,Cxxc5
ENSMUSG00000049577,NveCD4T.2,1654,NveCD4T,CD4 Naive T Cell,T Cell Lineage,Spleen & LN,none,CD4:+ CD25:- CD62L:+ CD44:-,Murine,C57BL/6,CAGRF11700.1520,1520,CAGRF11700,"Marsman et al, 2018; 29870118",1,Zfpm1
